record_id,split,crop_label,real_frame_count,total_frames,zero_fill_fraction,ndvi_mean,ndvi_std,ndvi_min,ndvi_max,ndvi_last_frame_mean,evi_mean,evi_std,evi_min,evi_max,evi_last_frame_mean
gov_BANTVALA_AMTADI_2020_Kharif_pepper_12.9187861_75.0292129,train,pepper,4,8,0.5,0.614308,0.09497,0.448429,0.811517,0.687804,0.680117,0.147512,0.0,1.0,0.758438
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.9092275_75.0249415,train,coconut,4,8,0.5,0.603216,0.092333,0.444904,0.815752,0.673058,0.668269,0.155329,0.0,1.0,0.751299
gov_BANTVALA_AMTADI_2020_Kharif_pepper_12.9083851_75.0251689,train,pepper,4,8,0.5,0.60194,0.092208,0.444904,0.820875,0.672486,0.666575,0.155239,0.0,1.0,0.751746
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.915073_75.0315712,train,coconut,4,8,0.5,0.609583,0.093159,0.420822,0.811517,0.679542,0.674114,0.1495,0.0,1.0,0.758248
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.8968979_75.0315595,train,coconut,4,8,0.5,0.600905,0.09805,0.433605,0.839443,0.704712,0.649705,0.158478,0.0,1.0,0.754741
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.9124402_75.0341071,train,coconut,4,8,0.5,0.611221,0.09355,0.423744,0.811517,0.686764,0.673164,0.152174,0.0,1.0,0.764301
gov_BANTVALA_AMTADI_2020_Kharif_pepper_12.9124493_75.0338309,train,pepper,4,8,0.5,0.61124,0.09353,0.423744,0.811517,0.686203,0.673463,0.151885,0.0,1.0,0.763929
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.9198837_75.030808,train,coconut,4,8,0.5,0.614557,0.094901,0.420822,0.811517,0.689027,0.679091,0.148023,0.0,1.0,0.759341
gov_BANTVALA_AMTADI_2020_Kharif_pepper_12.9199236_75.0308474,train,pepper,4,8,0.5,0.614621,0.094934,0.420822,0.811517,0.68924,0.679123,0.148003,0.0,1.0,0.759257
gov_BANTVALA_ARALA_2020_Kharif_coconut_12.9483495_75.0090752,train,coconut,4,8,0.5,0.601206,0.100951,0.428789,0.826676,0.719964,0.668663,0.167315,0.0,1.0,0.751514
gov_BANTVALA_AMTADI_2020_Kharif_pepper_12.9189779_75.0279321,train,pepper,4,8,0.5,0.614843,0.095373,0.448429,0.811517,0.69033,0.680807,0.147539,0.0,1.0,0.75759
gov_BANTVALA_ARALA_2020_Kharif_coconut_12.9492693_75.0068016,train,coconut,4,8,0.5,0.593268,0.10033,0.428789,0.826676,0.716532,0.65729,0.168225,0.0,1.0,0.746376
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.898995_75.0141567,train,coconut,4,8,0.5,0.61568,0.09603,0.443663,0.842905,0.702753,0.677444,0.144226,0.0,1.0,0.766971
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.898912_75.0301978,train,coconut,4,8,0.5,0.599343,0.097052,0.443663,0.839443,0.697387,0.650803,0.162507,0.0,1.0,0.760132
gov_BANTVALA_ARALA_2020_Kharif_coconut_12.9407418_75.023386,train,coconut,4,8,0.5,0.623846,0.09741,0.475451,0.827916,0.706585,0.688823,0.147745,0.0,1.0,0.757135
gov_BANTVALA_ARALA_2020_Kharif_pepper_12.9390325_75.0339172,train,pepper,4,8,0.5,0.62659,0.095591,0.473711,0.811096,0.699254,0.682825,0.134287,0.0,1.0,0.756738
gov_BANTVALA_ARALA_2020_Kharif_coconut_12.9391509_75.0354851,train,coconut,4,8,0.5,0.625584,0.095953,0.473711,0.810114,0.702709,0.681244,0.133756,0.0,1.0,0.759154
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.9010375_75.0102075,train,coconut,4,8,0.5,0.61915,0.095916,0.448088,0.842905,0.71093,0.685148,0.146989,0.0,1.0,0.768588
gov_BANTVALA_AJJIBETTU_2020_Kharif_coconut_12.9610772_75.1119743,train,coconut,3,8,0.625,0.622831,0.100748,0.5,0.812137,0.69396,0.664046,0.132417,0.0,1.0,0.759802
gov_BANTVALA_AJJIBETTU_2020_Kharif_pepper_12.9609362_75.1116057,train,pepper,3,8,0.625,0.622238,0.100619,0.5,0.812137,0.693381,0.66405,0.132461,0.0,1.0,0.759856
gov_BANTVALA_AJJIBETTU_2020_Kharif_coconut_12.9756417_75.1255171,train,coconut,3,8,0.625,0.632413,0.106362,0.428015,0.815146,0.698221,0.666774,0.136171,0.0,1.0,0.761877
gov_BANTVALA_ARALA_2020_Kharif_pepper_12.9426358_75.0238822,train,pepper,4,8,0.5,0.630309,0.097313,0.478273,0.827916,0.711929,0.692069,0.143835,0.0,1.0,0.759125
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.8948425_75.0198138,train,coconut,4,8,0.5,0.600565,0.097084,0.443663,0.839443,0.707284,0.650649,0.150004,0.0,1.0,0.757357
gov_BANTVALA_ARALA_2020_Kharif_coconut_12.9443283_75.0086836,train,coconut,4,8,0.5,0.599099,0.100813,0.428789,0.826676,0.727148,0.666999,0.170579,0.0,1.0,0.761315
gov_BANTVALA_ARALA_2020_Kharif_pepper_12.9443151_75.0087012,train,pepper,4,8,0.5,0.599099,0.100813,0.428789,0.826676,0.727148,0.666999,0.170579,0.0,1.0,0.761315
gov_BANTVALA_AJJIBETTU_2020_Kharif_coconut_12.967565_75.1164504,train,coconut,3,8,0.625,0.62889,0.102778,0.428015,0.811472,0.698778,0.664305,0.13168,0.0,1.0,0.762582
gov_BANTVALA_AJJIBETTU_2020_Kharif_pepper_12.9675788_75.1164676,train,pepper,3,8,0.625,0.628988,0.102836,0.428015,0.811472,0.698942,0.664317,0.131677,0.0,1.0,0.762592
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.9260013_75.0330791,train,coconut,4,8,0.5,0.617028,0.095225,0.409355,0.811517,0.690044,0.681099,0.145423,0.0,1.0,0.7647
gov_BANTVALA_ARALA_2020_Kharif_coconut_12.9429005_75.0111992,train,coconut,4,8,0.5,0.603394,0.100068,0.428789,0.826676,0.723204,0.673562,0.167879,0.0,1.0,0.757452
gov_BANTVALA_AMTADI_2020_Kharif_pepper_12.9224684_75.0302592,train,pepper,4,8,0.5,0.615585,0.095587,0.423744,0.811517,0.695381,0.67939,0.147903,0.0,1.0,0.76073
gov_BANTVALA_AJJIBETTU_2020_Kharif_coconut_12.9825774_75.117375,train,coconut,3,8,0.625,0.630389,0.105951,0.428015,0.804804,0.680823,0.671758,0.14117,0.0,1.0,0.759738
gov_BANTVALA_BADAGA KAJEKARU_2020_Kharif_coconut_12.9133332_75.200273,train,coconut,3,8,0.625,0.636633,0.109334,0.498714,0.816237,0.740664,0.669183,0.131738,0.0,1.0,0.771006
gov_BANTVALA_BADAGA KAJEKARU_2020_Kharif_pepper_12.9132975_75.2002972,train,pepper,3,8,0.625,0.636578,0.109299,0.498714,0.816237,0.740627,0.669098,0.13168,0.0,1.0,0.770953
gov_BANTVALA_AJJIBETTU_2020_Kharif_pepper_12.9812668_75.1185218,train,pepper,3,8,0.625,0.630445,0.105918,0.428015,0.803102,0.682936,0.670771,0.140346,0.0,1.0,0.758975
gov_BANTVALA_AJJIBETTU_2020_Kharif_coconut_12.9816047_75.1163948,train,coconut,3,8,0.625,0.628531,0.105384,0.428015,0.803102,0.677546,0.67008,0.141052,0.0,1.0,0.756713
gov_BANTVALA_AJJIBETTU_2020_Kharif_pepper_12.9816132_75.1164249,train,pepper,3,8,0.625,0.628531,0.105384,0.428015,0.803102,0.677546,0.67008,0.141052,0.0,1.0,0.756713
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.8948124_75.0170718,train,coconut,4,8,0.5,0.606499,0.097063,0.443663,0.842905,0.708896,0.65807,0.145827,0.0,1.0,0.759075
gov_BANTVALA_AMTADI_2020_Kharif_pepper_12.8945744_75.0170064,train,pepper,4,8,0.5,0.606616,0.097015,0.443663,0.842905,0.709286,0.657779,0.145067,0.0,1.0,0.75818
gov_BANTVALA_BADAGA KAJEKARU_2020_Kharif_coconut_12.9297235_75.1896142,train,coconut,3,8,0.625,0.626544,0.108476,0.465202,0.824854,0.731669,0.659469,0.134031,0.0,1.0,0.760294
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.9275527_75.0353122,train,coconut,4,8,0.5,0.612957,0.093655,0.409355,0.811517,0.676996,0.67685,0.143413,0.0,1.0,0.760719
gov_BANTVALA_AMTADI_2020_Kharif_pepper_12.8985735_75.0168613,train,pepper,4,8,0.5,0.61071,0.097253,0.443663,0.842905,0.702165,0.668735,0.148648,0.0,1.0,0.765877
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.9021838_75.0340256,train,coconut,4,8,0.5,0.600016,0.095855,0.419775,0.833796,0.687092,0.65155,0.158498,0.0,1.0,0.746863
gov_BANTVALA_BADAGA KAJEKARU_2020_Kharif_coconut_12.9191903_75.1948534,train,coconut,3,8,0.625,0.631487,0.108245,0.465202,0.825095,0.736693,0.666245,0.133032,0.0,1.0,0.767798
gov_BANTVALA_ARALA_2020_Kharif_coconut_12.9389063_75.0358135,train,coconut,4,8,0.5,0.625224,0.096141,0.473711,0.810114,0.703073,0.681206,0.133949,0.0,1.0,0.760107
gov_BANTVALA_BADAGA KAJEKARU_2020_Kharif_coconut_12.9186725_75.1852111,train,coconut,3,8,0.625,0.632185,0.111091,0.465202,0.827676,0.739317,0.667787,0.146944,0.0,1.0,0.7724
gov_BANTVALA_AJJIBETTU_2020_Kharif_coconut_12.9664767_75.1131067,train,coconut,3,8,0.625,0.62488,0.100517,0.5,0.811472,0.691304,0.664579,0.132244,0.0,1.0,0.759373
gov_BANTVALA_AJJIBETTU_2020_Kharif_pepper_12.9663895_75.113066,train,pepper,3,8,0.625,0.624903,0.100533,0.5,0.811472,0.691481,0.664556,0.132221,0.0,1.0,0.759387
gov_BANTVALA_BADAGA KAJEKARU_2020_Kharif_coconut_12.9191833_75.1913853,train,coconut,3,8,0.625,0.630234,0.108313,0.465202,0.81867,0.737173,0.666433,0.135673,0.0,1.0,0.768623
gov_BANTVALA_AMTADI_2020_Kharif_pepper_12.9011748_75.0304011,train,pepper,4,8,0.5,0.600281,0.09631,0.443663,0.839443,0.689545,0.654073,0.162271,0.0,1.0,0.757724
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.9015649_75.0303401,train,coconut,4,8,0.5,0.600364,0.096094,0.443663,0.839443,0.687955,0.654867,0.162233,0.0,1.0,0.757141
gov_BANTVALA_ARALA_2020_Kharif_coconut_12.9523506_75.026645,train,coconut,3,8,0.625,0.638684,0.108243,0.5,0.829562,0.736243,0.670545,0.133446,0.0,1.0,0.76847
gov_BANTVALA_AJJIBETTU_2020_Kharif_coconut_12.9678268_75.113687,train,coconut,3,8,0.625,0.626558,0.101265,0.5,0.811472,0.692668,0.665932,0.132958,0.0,1.0,0.761679
gov_BANTVALA_AJJIBETTU_2020_Kharif_coconut_12.987565_75.11276,train,coconut,3,8,0.625,0.623561,0.104579,0.488372,0.803042,0.659254,0.669271,0.14313,0.0,1.0,0.74811
gov_BANTVALA_AJJIBETTU_2020_Kharif_pepper_12.9820383_75.1112133,train,pepper,3,8,0.625,0.625134,0.103746,0.488372,0.799899,0.667396,0.67025,0.142834,0.0,1.0,0.749245
gov_BANTVALA_BADAGA KAJEKARU_2020_Kharif_coconut_12.9206396_75.1919461,train,coconut,3,8,0.625,0.628176,0.108078,0.465202,0.827882,0.736147,0.664367,0.134512,0.0,1.0,0.767234
gov_BANTVALA_ARALA_2020_Kharif_pepper_12.9402509_75.0320632,train,pepper,4,8,0.5,0.629117,0.095587,0.473711,0.827916,0.699254,0.68546,0.134515,0.0,1.0,0.754592
gov_BANTVALA_BADAGA KAJEKARU_2020_Kharif_coconut_12.9105003_75.2021536,train,coconut,3,8,0.625,0.636197,0.108625,0.498714,0.816237,0.740588,0.668321,0.130377,0.0,1.0,0.770188
gov_BANTVALA_BANTVALA KASABA_2020_Kharif_coconut_12.9010517_75.0542367,train,coconut,4,8,0.5,0.603592,0.105286,0.41467,0.828409,0.678543,0.645119,0.148488,0.0,1.0,0.710805
gov_BANTVALA_AJJIBETTU_2020_Kharif_coconut_12.9687893_75.1112462,train,coconut,3,8,0.625,0.621878,0.099976,0.5,0.811472,0.685453,0.66539,0.134359,0.0,1.0,0.758032
gov_BANTVALA_AJJIBETTU_2020_Kharif_pepper_12.9687975_75.1112148,train,pepper,3,8,0.625,0.621878,0.099976,0.5,0.811472,0.685453,0.66539,0.134359,0.0,1.0,0.758032
gov_BANTVALA_BANTVALA KASABA_2020_Kharif_coconut_12.9020676_75.0433957,train,coconut,4,8,0.5,0.600436,0.097439,0.415379,0.833796,0.670948,0.64736,0.145739,0.0,1.0,0.720056
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.8981733_75.0314567,train,coconut,4,8,0.5,0.600274,0.097154,0.441252,0.839443,0.700071,0.650318,0.160882,0.0,1.0,0.757362
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.8971623_75.0310147,train,coconut,4,8,0.5,0.600643,0.097895,0.442504,0.839443,0.704427,0.650094,0.159578,0.0,1.0,0.757386
gov_BANTVALA_ARALA_2020_Kharif_coconut_12.9402235_75.0320285,train,coconut,4,8,0.5,0.629117,0.095587,0.473711,0.827916,0.699254,0.68546,0.134515,0.0,1.0,0.754592
gov_BANTVALA_ARALA_2020_Kharif_coconut_12.9476735_75.0235376,train,coconut,4,8,0.5,0.636078,0.097138,0.475451,0.827916,0.724011,0.689522,0.136339,0.0,1.0,0.758944
gov_BANTVALA_AMTADI_2020_Kharif_pepper_12.903638_75.0313981,train,pepper,4,8,0.5,0.601757,0.095123,0.443663,0.820875,0.68398,0.658831,0.160633,0.0,1.0,0.754838
gov_BANTVALA_AJJIBETTU_2020_Kharif_coconut_12.9611334_75.1156691,train,coconut,3,8,0.625,0.628431,0.102913,0.5,0.812137,0.702884,0.663554,0.131106,0.0,1.0,0.760379
gov_BANTVALA_AJJIBETTU_2020_Kharif_coconut_12.9701367_75.1143738,train,coconut,3,8,0.625,0.627438,0.102422,0.5,0.811472,0.69133,0.666272,0.134132,0.0,1.0,0.760035
gov_BANTVALA_AJJIBETTU_2020_Kharif_pepper_12.97121_75.1169283,train,pepper,3,8,0.625,0.629115,0.104038,0.428015,0.811472,0.69411,0.665503,0.135277,0.0,1.0,0.760114
gov_BANTVALA_AJJIBETTU_2020_Kharif_pepper_12.9659421_75.097481,train,pepper,4,8,0.5,0.573544,0.091454,0.465971,0.825717,0.666824,0.622677,0.150231,0.0,1.0,0.748536
gov_BANTVALA_AJJIBETTU_2020_Kharif_coconut_12.9661003_75.0975059,train,coconut,4,8,0.5,0.573412,0.091372,0.465971,0.825717,0.666548,0.622599,0.150235,0.0,1.0,0.748316
gov_BANTVALA_BANTVALA KASABA_2020_Kharif_coconut_12.9016117_75.0542483,train,coconut,4,8,0.5,0.603773,0.104921,0.41467,0.828409,0.678719,0.64585,0.148457,0.0,1.0,0.711322
gov_BANTVALA_AJJIBETTU_2020_Kharif_pepper_12.9760745_75.1011012,train,pepper,3,8,0.625,0.599548,0.097073,0.465971,0.820969,0.658891,0.660469,0.155584,0.0,1.0,0.747979
gov_BANTVALA_BADAGA KAJEKARU_2020_Kharif_pepper_12.9189773_75.185531,train,pepper,3,8,0.625,0.63187,0.110696,0.465202,0.827676,0.738723,0.666921,0.146078,0.0,1.0,0.771736
gov_BANTVALA_AJJIBETTU_2020_Kharif_coconut_12.9777679_75.1012524,train,coconut,3,8,0.625,0.600788,0.096809,0.473637,0.813905,0.652159,0.661359,0.154548,0.0,1.0,0.74341
gov_BANTVALA_ARALA_2020_Kharif_coconut_12.9423618_75.0168823,train,coconut,4,8,0.5,0.613196,0.098137,0.451581,0.827916,0.710791,0.682126,0.158134,0.0,1.0,0.754955
gov_BANTVALA_BANTVALA KASABA_2020_Kharif_coconut_12.9052715_75.0413571,train,coconut,4,8,0.5,0.604603,0.094321,0.415672,0.820875,0.674464,0.657141,0.149283,0.0,1.0,0.733458
gov_BANTVALA_BADAGA KAJEKARU_2020_Kharif_coconut_12.9239342_75.1921299,train,coconut,3,8,0.625,0.62385,0.108008,0.465202,0.827882,0.735186,0.660846,0.134958,0.0,1.0,0.766379
gov_BANTVALA_BADAGA KAJEKARU_2020_Kharif_pepper_12.923883_75.1921768,train,pepper,3,8,0.625,0.623916,0.107997,0.465202,0.827882,0.735192,0.660836,0.134932,0.0,1.0,0.766384
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.8989584_75.0288083,train,coconut,4,8,0.5,0.598076,0.096582,0.443663,0.839443,0.696467,0.649956,0.161969,0.0,1.0,0.760727
gov_BANTVALA_BANTVALA KASABA_2020_Kharif_coconut_12.8980365_75.0431908,train,coconut,4,8,0.5,0.601813,0.101712,0.415379,0.833796,0.675273,0.642759,0.143675,0.0,1.0,0.714049
gov_BANTVALA_BADAGA KAJEKARU_2020_Kharif_coconut_12.9276904_75.1841662,train,coconut,3,8,0.625,0.631625,0.110028,0.465202,0.81867,0.734533,0.663865,0.136274,0.0,1.0,0.763588
gov_BANTVALA_BADAGA KAJEKARU_2020_Kharif_pepper_12.9276679_75.1842013,train,pepper,3,8,0.625,0.631554,0.110007,0.465202,0.81867,0.734504,0.663771,0.136243,0.0,1.0,0.76356
gov_BANTVALA_BANTVALA KASABA_2020_Kharif_coconut_12.8984252_75.0424317,train,coconut,4,8,0.5,0.601083,0.10101,0.415379,0.833796,0.675737,0.642951,0.145501,0.0,1.0,0.717278
gov_BANTVALA_AJJIBETTU_2020_Kharif_coconut_12.9832781_75.1082407,train,coconut,3,8,0.625,0.624167,0.102874,0.48435,0.803042,0.667152,0.67201,0.143977,0.0,1.0,0.752684
gov_BANTVALA_AJJIBETTU_2020_Kharif_pepper_12.9842678_75.107834,train,pepper,3,8,0.625,0.624974,0.103191,0.48435,0.803042,0.668652,0.673093,0.143418,0.0,1.0,0.755175
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.8967662_75.023514,train,coconut,4,8,0.5,0.597244,0.097166,0.443663,0.839443,0.702404,0.647547,0.157253,0.0,1.0,0.760382
gov_BANTVALA_AJJIBETTU_2020_Kharif_pepper_12.9631863_75.1154115,train,pepper,3,8,0.625,0.627232,0.102109,0.431067,0.811472,0.700001,0.661834,0.13026,0.0,1.0,0.758326
gov_BANTVALA_ARALA_2020_Kharif_coconut_12.9534101_75.0209932,train,coconut,4,8,0.5,0.63351,0.09936,0.441465,0.829562,0.728385,0.68717,0.139122,0.0,1.0,0.760255
gov_BANTVALA_BADAGA KAJEKARU_2020_Kharif_coconut_12.9194782_75.1724897,train,coconut,3,8,0.625,0.629306,0.113582,0.458502,0.827676,0.744888,0.669324,0.159601,0.0,1.0,0.778473
gov_BANTVALA_AMTADI_2020_Kharif_pepper_12.926699_75.0373529,train,pepper,4,8,0.5,0.610319,0.093149,0.409355,0.811517,0.671198,0.674582,0.145765,0.0,1.0,0.76012
gov_BANTVALA_BANTVALA KASABA_2020_Kharif_coconut_12.8974459_75.0400484,train,coconut,4,8,0.5,0.599288,0.10079,0.415379,0.833796,0.677928,0.63948,0.147021,0.0,1.0,0.715968
gov_BANTVALA_AJJIBETTU_2020_Kharif_coconut_12.97454_75.1017133,train,coconut,3,8,0.625,0.600882,0.097544,0.465971,0.825717,0.666486,0.659598,0.156042,0.0,1.0,0.752275
gov_BANTVALA_BADAGA KAJEKARU_2020_Kharif_coconut_12.9191573_75.1978707,train,coconut,3,8,0.625,0.634356,0.109117,0.465202,0.825095,0.738108,0.668531,0.133158,0.0,1.0,0.768834
gov_BANTVALA_AJJIBETTU_2020_Kharif_pepper_12.9931687_75.094747,train,pepper,4,8,0.5,0.599552,0.100115,0.465442,0.814606,0.664134,0.643324,0.144213,0.0,1.0,0.742987
gov_BANTVALA_BADAGA KAJEKARU_2020_Kharif_pepper_12.9194187_75.1978843,train,pepper,3,8,0.625,0.634121,0.109145,0.465202,0.825095,0.738081,0.668342,0.1335,0.0,1.0,0.768836
gov_BANTVALA_BANTVALA KASABA_2020_Kharif_coconut_12.8981953_75.0414734,train,coconut,4,8,0.5,0.600636,0.100926,0.415379,0.833796,0.676837,0.642399,0.146134,0.0,1.0,0.717913
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.9021288_75.0086826,train,coconut,4,8,0.5,0.617593,0.097006,0.475983,0.842905,0.714572,0.683573,0.151335,0.0,1.0,0.770908
gov_BANTVALA_BADAGA KAJEKARU_2020_Kharif_coconut_12.9255536_75.1851431,train,coconut,3,8,0.625,0.629718,0.109449,0.465202,0.81867,0.734502,0.662572,0.136396,0.0,1.0,0.764019
