Season,Year,Yield_Proxy_NPP,District
Annual + Kharif/Rabi composites,2022,0.6424000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.293,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7434000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4344,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.8106,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.1587,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4095,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.5174,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4737,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.5965,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7386,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6583,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.611,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.0993,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.1059,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.6065,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.5607,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.0888,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7343000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4664,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4725,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.3462,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.7578,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.0996,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6824,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.3148,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.3611,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.8178000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7130000000000001,Udupi
Annual + Kharif/Rabi composites,2022,1.4762000000000002,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.8679,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6941,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6392,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.651,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6862,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.0257,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6552,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.1065,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.7072,Udupi
Annual + Kharif/Rabi composites,2022,1.2386,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.8113,
Annual + Kharif/Rabi composites,2022,0.6035,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.8938,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4942,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4753,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7402000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.3137,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.0468,Udupi
Annual + Kharif/Rabi composites,2022,1.5356,Hassan
Annual + Kharif/Rabi composites,2022,0.6204000000000001,
Annual + Kharif/Rabi composites,2022,1.0559,
Annual + Kharif/Rabi composites,2022,1.5383,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.7798,
Annual + Kharif/Rabi composites,2022,1.2511,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.4733,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7116,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4672,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7229,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7232000000000001,Udupi
Annual + Kharif/Rabi composites,2022,0.7999,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.9118,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4689,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.9866,
Annual + Kharif/Rabi composites,2022,1.5502,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.7509,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.0362,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6262,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7744000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.0593,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.9875,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.6354000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.3273,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.1701,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.1304,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.3101,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.942,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4985000000000002,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.5363,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.076,
Annual + Kharif/Rabi composites,2022,1.2802,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.4636,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.9916,
Annual + Kharif/Rabi composites,2022,0.6446000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6762,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7198,Udupi
Annual + Kharif/Rabi composites,2022,1.5251,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.5576,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.1217,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.5031,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.8386,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.2502,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7046,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.126,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.2823,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.747,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4884000000000002,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.8154,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7694000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6827000000000001,Udupi
Annual + Kharif/Rabi composites,2022,0.6754,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.1499,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.1211,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7986000000000001,
Annual + Kharif/Rabi composites,2022,0.982,
Annual + Kharif/Rabi composites,2022,1.5018,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.1623,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.2209,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6471,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6386000000000001,
Annual + Kharif/Rabi composites,2022,0.6926,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.52,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.5591,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.086,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7343000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.0,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.3793,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6666000000000001,
Annual + Kharif/Rabi composites,2022,1.4744000000000002,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.0119,
Annual + Kharif/Rabi composites,2022,1.5225,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6765,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4368,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7163,Udupi
Annual + Kharif/Rabi composites,2022,1.2364000000000002,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.4923000000000002,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.5174,
Annual + Kharif/Rabi composites,2022,0.7005,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.8027000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7839,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6693,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7714000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4113,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.3614000000000002,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.683,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.1062,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.2314,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.641,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.9541,Hassan
Annual + Kharif/Rabi composites,2022,1.5007,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6409,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.1554,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.3198,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.4968,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.2785,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6618,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.9578,
Annual + Kharif/Rabi composites,2022,0.6962,Udupi
Annual + Kharif/Rabi composites,2022,0.9389,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.9287,
Annual + Kharif/Rabi composites,2022,1.2058,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.3608,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.0002,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.2169,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.1745,Udupi
Annual + Kharif/Rabi composites,2022,0.6586000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6613,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.031,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.1127,Udupi
Annual + Kharif/Rabi composites,2022,0.9484,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.2403,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.3492,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.1022,
Annual + Kharif/Rabi composites,2022,0.5929,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4357,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.3632,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.2297,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.1905,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.3281,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.514,Hassan
Annual + Kharif/Rabi composites,2022,0.7297,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6523,Udupi
Annual + Kharif/Rabi composites,2022,0.8758,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6801,Udupi
Annual + Kharif/Rabi composites,2022,1.5135,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.3918,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.3499,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.4912,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.515,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.4514,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.8914000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4504,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.9848,Hassan
Annual + Kharif/Rabi composites,2022,1.4439,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4761,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6586000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4934,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4828,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.356,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.2491,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.0627,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.8713000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.9486,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4485,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.5494,
Annual + Kharif/Rabi composites,2022,1.4598,Hassan
Annual + Kharif/Rabi composites,2022,0.7217,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.1254,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.8179000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4912,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4153,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.4875,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7025,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6732,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.9302,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.3555,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.7345,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4245,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4309,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4813,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.8811,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7568,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6971,Udupi
Annual + Kharif/Rabi composites,2022,1.0331,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.1574,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.2937,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.623,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.5084,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.5229,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.5799,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.1101,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.7662,Udupi
Annual + Kharif/Rabi composites,2022,0.6362,
Annual + Kharif/Rabi composites,2022,0.7120000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6875,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7779,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.3268,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4206,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.9957,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.5037,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6922,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6539,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.9543,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.7848,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.5326000000000002,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.9877,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7337,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7783,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.091,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.3010000000000002,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.5342,
Annual + Kharif/Rabi composites,2022,1.5137,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.4462000000000002,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.3712,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.8674000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.9944,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.1692,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7037,Udupi
Annual + Kharif/Rabi composites,2022,1.1571,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6149,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6125,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.0568,Udupi
Annual + Kharif/Rabi composites,2022,0.768,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.9401,
Annual + Kharif/Rabi composites,2022,1.3659,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.0168,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6303000000000001,
Annual + Kharif/Rabi composites,2022,0.675,
Annual + Kharif/Rabi composites,2022,0.9263,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7518,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4287,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7246,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.8585,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.0768,
Annual + Kharif/Rabi composites,2022,1.562,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.6507000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6366,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7119000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.3686,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.0198,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.2776,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7531,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.5361,Hassan
Annual + Kharif/Rabi composites,2022,1.0238,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6322,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.3695000000000002,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.8008000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4888,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.087,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.638,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.5646,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7822,Udupi
Annual + Kharif/Rabi composites,2022,0.9053,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6977,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.2406,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.8704000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4674,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.9881,
Annual + Kharif/Rabi composites,2022,0.8280000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4679,Hassan
Annual + Kharif/Rabi composites,2022,0.5683,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7366,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.2697,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.167,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7109000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.5283,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.5213,Hassan
Annual + Kharif/Rabi composites,2022,0.7202000000000001,Udupi
Annual + Kharif/Rabi composites,2022,1.1840000000000002,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4804000000000002,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.0609,Udupi
Annual + Kharif/Rabi composites,2022,1.2686,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7532,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6776,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6266,
Annual + Kharif/Rabi composites,2022,0.9311,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.207,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.5011,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.5014,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.2004,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.975,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.6566000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.5465,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.4614,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.5,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.5123,Hassan
Annual + Kharif/Rabi composites,2022,1.3743,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.6930000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6458,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7507,Udupi
Annual + Kharif/Rabi composites,2022,0.6139,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.2356,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.34,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7283000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7346,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.1217,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.8363,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.2477,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.0276,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7117,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.0898,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6422,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.9484,
Annual + Kharif/Rabi composites,2022,0.8693000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.5426,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.7125,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6797000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.2479,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.2113,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.2786,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.021,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.8504,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4286,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.1689,Udupi
Annual + Kharif/Rabi composites,2022,1.4951,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.5556,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.5121,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.2535,Udupi
Annual + Kharif/Rabi composites,2022,1.3101,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.366,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.6523,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4976,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.3553000000000002,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.6886,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6591,
Annual + Kharif/Rabi composites,2022,0.7299,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.1669,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.9254,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4772,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.5089,Hassan
Annual + Kharif/Rabi composites,2022,1.1155000000000002,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.5172,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.9031,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.8444,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.5384,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.0309,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.9366,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.5218,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,1.458,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.576,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.6757000000000001,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.543,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.5695,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6521,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.2879,Udupi
Annual + Kharif/Rabi composites,2022,1.1123,Udupi
Annual + Kharif/Rabi composites,2022,1.3923,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.6901,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.4766,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6606000000000001,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,1.3254,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7174,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.7882,
Annual + Kharif/Rabi composites,2022,0.8066,
Annual + Kharif/Rabi composites,2022,1.1461,Chikkamagaluru
Annual + Kharif/Rabi composites,2022,0.6567000000000001,
Annual + Kharif/Rabi composites,2022,1.3042,Dakshina Kannada
Annual + Kharif/Rabi composites,2022,0.6585000000000001,Dakshina Kannada
