source_crop,crop_type,crop_status,hobli,taluk,village,lat,lon,year,season,survey_date,distance_km,spatial_status,temporal_status,tabular_matched,tabular_level,satellite_status,ndvi_available,evi_available,is_duplicate,valid_cropfusion_sample,rejection_reasons,annual_rainfall_mm,dewpoint_c,elevation,evi,is_cropland,kharif_evi,kharif_ndvi,kharif_ndwi,land_cover_class,ndre,ndvi,ndwi,rabi_evi,rabi_ndvi,rabi_ndwi,relative_humidity_pct,s2_obs_count,savi,slope,soil_clay_pct,soil_moisture,soil_organic_carbon,soil_ph,soil_sand_pct,soil_type_class,temperature_c,env_match_distance_m,env_match_year,env_dk_index,env_match_method,env_match_confidence,env_season_for_features,env_support,_match_key
Coconut,coconut,exact,BANTVALA,Bantwal,ARALA,12.9455465,75.0161789,2020,Kharif,2020-09-29,0.2114,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4589.670391838998,22.787618469167512,74.42984439299657,1.7204622548630537,0,2.729762752740439,0.647777790112094,-0.5806777512464539,10,0.3871725710360695,0.5515042135890503,-0.5647348728874722,2.365304394798895,0.6963208798649273,-0.634044109578647,78.6451869737639,53.99999999999999,0.8271201395048653,10.546773729909475,349.59794434218406,0.30213904,420.18689611703564,55.73940586676031,470.6494700126913,31,26.810454406873077,211.35,2020,39129_0,knn_idw,HIGH,Kharif,1.0,12.9455465|75.0161789|2020|Kharif|coconut
Pepper (Black),pepper,alias,BANTVALA,Bantwal,AJJIBETTU,12.9728288,75.1161502,2020,Kharif,2020-08-15,0.1837,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4388.9267672691485,22.36667375352613,92.35746274166071,2.8125870345942396,0,3.266441977608212,0.7641134509398037,-0.6562580841910995,10,0.5369818641113866,0.7706221002853214,-0.663276571436738,2.90876246835899,0.787019801084458,-0.6928679138831172,77.77907845659081,27.0,1.1557544929822707,4.916600643507921,332.77013494767544,0.30350509999999997,377.8092498735317,56.722190456791644,422.2751464722651,262,26.5644622790378,183.68,2020,16009_0,knn_idw,HIGH,Kharif,1.0,12.9728288|75.1161502|2020|Kharif|pepper
Coconut,coconut,exact,BANTVALA,Bantwal,AJJIBETTU,12.9814509,75.0991732,2020,Kharif,2020-08-15,0.1635,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4509.8220514974,22.36667375352613,92.35219478786081,2.3712494945243203,0,2.0317790987692987,0.19995404156502378,-0.20497807492558115,10,0.4179483148881961,0.7221914486158212,-0.6489505302184256,2.4320566321365975,0.7189814945820616,-0.652779543051731,77.77907845659082,26.8200027796603,1.0831199954636161,5.822357015026597,325.57522843644074,0.3035051,399.8861008844234,56.295102588104264,426.3050879546076,262,26.564462279037805,163.52,2020,32262_0,knn_idw,HIGH,Kharif,1.0,12.9814509|75.0991732|2020|Kharif|coconut
Pepper (Black),pepper,alias,BANTVALA,Bantwal,AMTADI,12.9109075,75.0331607,2020,Kharif,2020-08-15,0.1434,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4589.670391838998,22.787618469167516,90.11439687381481,2.5569549736343897,0,0.37027385487942815,0.385778667551645,-0.3484232825934243,10,0.5402503817923509,0.7597203381515398,-0.6726142235453543,2.816429546423398,0.7942493296073377,-0.7005498398421355,78.6451869737639,54.0,1.1394068638165327,8.7424628447763,358.9304649379327,0.3032185931564452,436.58173442053544,56.00000000000001,472.49480450623884,389,26.810454406873085,143.47,2020,39088_0,knn_idw,HIGH,Kharif,1.0,12.9109075|75.0331607|2020|Kharif|pepper
Coconut,coconut,exact,BANTVALA,Bantwal,AMTADI,12.9115349,75.0333821,2020,Kharif,2020-08-16,0.0785,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4589.670391838997,22.78761846916751,92.53740154415704,2.678969081383172,0,1.3004189914129796,0.3700422030534062,-0.34391539659409653,10,0.5491052931358869,0.7773636229919525,-0.6807990621746808,2.91639577917004,0.8068183949405212,-0.706524924729669,78.64518697376388,53.99999999999999,1.165865405012546,9.831117494568518,358.7565454922636,0.3035085688964848,438.56349465896506,55.99999999999999,471.29360457072477,389,26.81045440687308,78.54,2020,39088_0,knn_idw,HIGH,Kharif,1.0,12.9115349|75.0333821|2020|Kharif|coconut
Coconut,coconut,exact,BANTVALA,Bantwal,AMTADI,12.8982748,75.0268649,2020,Kharif,2020-08-17,0.0846,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4627.021753570064,22.787618469167512,28.02140353042617,1.236750024172026,0,2.362965982546104,0.6732900211817615,-0.5898502152801522,10,0.34477569415928533,0.4878299396857053,-0.5233361579413114,1.967418050678407,0.6256532508587739,-0.5902726472018285,78.64518697376388,54.0,0.7316378005546595,7.618220289938405,377.80327291844384,0.2991651,418.2351039414032,57.7957687778374,478.8596152101985,389,26.810454406873077,84.59,2020,6606_0,knn_idw,HIGH,Kharif,1.0,12.8982748|75.0268649|2020|Kharif|coconut
Coconut,coconut,exact,BANTVALA,Bantwal,AJJIBETTU,12.983387,75.1205384,2020,Kharif,2020-09-06,0.0555,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4388.9267672691485,22.366673753526122,76.56460218686651,0.7796600885704709,0,3.5581272977947975,0.18136101489959772,-0.1750191006567379,10,0.2557170051625305,0.3664446125751974,-0.49258282378991114,0.9701725375539317,0.4312130067710384,-0.5195001568540331,77.7790784565908,26.0,0.5495926144258836,9.927838490189961,337.9575212692349,0.30350509999999997,367.4222603278477,56.06943912247037,417.1348019585267,262,26.564462279037798,55.55,2020,28894_0,knn_idw,HIGH,Kharif,1.0,12.983387|75.1205384|2020|Kharif|coconut
Coconut,coconut,exact,BANTVALA,Bantwal,AMTADI,12.8982067,75.0146133,2020,Kharif,2020-10-08,0.1231,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4627.021753570065,22.787618469167512,76.05236354455455,2.2302529151418513,0,0.9174540789577483,0.5154701559601427,-0.3915423638158512,10,0.4089000282044546,0.6603872219547765,-0.6043503765749965,2.555359429861292,0.7157448864660044,-0.6372815294197991,78.64518697376388,54.00000000000001,0.99040054080049,8.795647343555936,360.57799342266156,0.2991651,480.591261253874,56.66263606466642,483.0362754180021,389,26.810454406873077,123.1,2020,20997_0,knn_idw,HIGH,Kharif,1.0,12.8982067|75.0146133|2020|Kharif|coconut
Pepper (Black),pepper,alias,BANTVALA,Bantwal,AMTADI,12.9203006,75.0310762,2020,Kharif,2020-08-17,0.0895,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4589.670391838997,22.787618469167512,61.67239365690722,2.6158954484497365,0,7.653073789290654,0.6671956760424553,-0.586835196393033,10,0.5654615011159964,0.7932432205102844,-0.697084915281903,2.692606665605316,0.8048068249804864,-0.7080058898854238,78.64518697376391,54.0,1.189702801893956,3.517773181396586,350.9703421484055,0.30213903999999997,379.19215769721063,55.99999999999999,463.13698614328524,255,26.810454406873085,89.48,2020,57584_0,knn_idw,HIGH,Kharif,1.0,12.9203006|75.0310762|2020|Kharif|pepper
Coconut,coconut,exact,BANTVALA,Bantwal,AMTADI,12.8996809,75.0261535,2020,Kharif,2020-08-18,0.1781,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4616.065741219059,22.787618469167512,22.95823152522605,1.1452397953596964,0,2.295916602988132,0.6070610125995167,-0.5512942252858103,10,0.31207073045035155,0.45331770411409356,-0.49798432053237024,1.6029610262821474,0.5623016935388121,-0.557434349036505,78.64518697376391,54.000000000000014,0.6798829251500976,4.833163302954347,374.76812149668325,0.2991651000000001,425.42537481387444,57.98460280640443,474.489538644976,389,26.810454406873085,178.05,2020,6606_0,knn_idw,HIGH,Kharif,1.0,12.8996809|75.0261535|2020|Kharif|coconut
Coconut,coconut,exact,BANTVALA,Bantwal,AJJIBETTU,12.9639217,75.0996204,2020,Kharif,2020-09-07,0.1235,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4510.174900284824,22.366673753526126,89.32990611484853,1.155025180148207,0,-1.2536689965614294,0.5049850718880938,-0.37326298764042487,40,0.28663983593814396,0.42926450569811175,-0.48701589972434306,1.3270159254184177,0.4789899870128543,-0.514240589270101,77.7790784565908,26.999999999999996,0.6438130621290301,2.8862811123796868,318.06037121637314,0.30350509999999997,365.77671632650083,56.99999999999999,430.7675018081639,390,26.564462279037794,123.52,2020,16572_0,knn_idw,HIGH,Kharif,1.0,12.9639217|75.0996204|2020|Kharif|coconut
Pepper (Black),pepper,alias,BANTVALA,Bantwal,AJJIBETTU,12.9633922,75.0980608,2020,Kharif,2020-09-07,0.1021,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4521.009428899735,22.36667375352613,92.71614413310101,1.0631645302575239,0,-2.058148799795525,0.450351220137299,-0.3158583602663427,40,0.28793736224029226,0.42226818446943426,-0.4793927834189484,1.2113449616847907,0.4752672740762969,-0.5122190129580633,77.77907845659081,27.0,0.633321326147826,3.3762508457121583,318.76003644704525,0.3035051,370.8742967910997,57.0,431.1077395417599,390,26.564462279037805,102.1,2020,16572_0,knn_idw,HIGH,Kharif,1.0,12.9633922|75.0980608|2020|Kharif|pepper
Pepper (Black),pepper,alias,BANTVALA,Bantwal,ARALA,12.9470789,75.0238653,2020,Kharif,2020-09-29,0.0315,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4589.670391838997,22.78761846916751,28.771684001532883,2.534636526207016,0,3.698325088318302,0.7106367050959749,-0.6243660028629316,10,0.5750305770481828,0.7616006969941961,-0.6812948481169928,2.9274593637205513,0.7899223621709717,-0.7024228233623485,78.64518697376388,53.99999999999999,1.1422251129002445,6.630195317601832,354.01982442163575,0.3021390399999999,377.84117453020025,56.01511262974877,465.053250279331,389,26.810454406873077,31.56,2020,66922_0,knn_idw,HIGH,Kharif,1.0,12.9470789|75.0238653|2020|Kharif|pepper
Coconut,coconut,exact,BANTVALA,Bantwal,AMTADI,12.9129282,75.0311977,2020,Kharif,2020-10-15,0.1187,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4589.670391838997,22.787618469167516,84.16954104398562,2.668844500409304,0,-0.46956980816408933,0.2870555664496692,-0.25772517840616294,10,0.5614780986748459,0.7891079016152243,-0.689028385223683,2.9404828296007097,0.8142936178381014,-0.7115040121575619,78.6451869737639,53.99999999999999,1.183484861606037,7.044268773345229,360.47387664843484,0.3020728375306898,425.22497588842515,56.0,473.5273785437918,389,26.810454406873085,118.64,2020,5373_0,knn_idw,HIGH,Kharif,1.0,12.9129282|75.0311977|2020|Kharif|coconut
Coconut,coconut,exact,BANTVALA,Bantwal,AMTADI,12.8983422,75.0260785,2020,Kharif,2020-09-23,0.0293,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4627.021753570065,22.787618469167512,28.170155668829167,1.1404958928718694,0,2.644216361236015,0.6899931791433385,-0.6038849276978226,10,0.35077066992711137,0.4772931986989882,-0.5262963760056064,1.9201694286653275,0.6374118460154751,-0.6006762262847742,78.6451869737639,54.00000000000001,0.7158403469109679,8.783897502600052,379.6260272903492,0.2991651,418.8081290071261,57.97266920257251,478.9807520234366,389,26.81045440687308,29.34,2020,6606_0,knn_idw,HIGH,Kharif,1.0,12.8983422|75.0260785|2020|Kharif|coconut
Coconut,coconut,exact,BANTVALA,Bantwal,ARALA,12.9460744,75.0084518,2020,Kharif,2020-08-18,0.0479,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4589.670391838997,22.78761846916751,78.97700031421758,2.3901922281575336,0,3.2155597917516396,0.7208199939517536,-0.6116357635539665,10,0.4658865542383076,0.7153175217323184,-0.6271948045125022,2.921044539339579,0.7602688050494371,-0.6579115169013872,78.6451869737639,53.99999999999999,1.0728013847047804,6.9287382167073925,363.92285994441505,0.30213904,416.9222522497651,56.22385995002813,468.6716423042412,19,26.810454406873077,47.84,2020,5335_0,knn_idw,HIGH,Kharif,1.0,12.9460744|75.0084518|2020|Kharif|coconut
Coconut,coconut,exact,BANTVALA,Bantwal,AMTADI,12.8994707,75.026521,2020,Kharif,2020-08-19,0.1609,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4619.503071809357,22.78761846916751,23.072008576846574,1.190267657591896,0,2.3685951724720726,0.6274841574951678,-0.5651657385121603,10,0.32373541537371575,0.4691209183027483,-0.5089771306149222,1.6523394759698795,0.5770707988663538,-0.5672306769167478,78.6451869737639,54.00000000000001,0.7035837570676498,4.910386438861379,375.5747895520909,0.2991651,423.61718547739474,57.83387659060881,475.9601357363876,389,26.81045440687308,160.89,2020,6606_0,knn_idw,HIGH,Kharif,1.0,12.8994707|75.026521|2020|Kharif|coconut
Coconut,coconut,exact,BANTVALA,Bantwal,ARALA,12.9433215,75.0262297,2020,Kharif,2020-10-19,0.1772,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4589.670391838997,22.78761846916751,70.88351161044442,2.0780501082197658,0,2.9952510959949414,0.7194974711922041,-0.6346683524339976,10,0.45639379501359695,0.6868847831686955,-0.6270688804692135,2.5669327378966837,0.7499956573602875,-0.6662933848928896,78.6451869737639,53.999999999999986,1.030164573467969,7.467082870566569,356.55490437556494,0.30213904,419.33692054949654,56.85736133826276,472.08019035949206,389,26.81045440687308,177.16,2020,23961_0,knn_idw,HIGH,Kharif,1.0,12.9433215|75.0262297|2020|Kharif|coconut
Coconut,coconut,exact,BANTVALA,Bantwal,ARALA,12.9495706,75.0091543,2020,Kharif,2020-08-25,0.0981,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4539.896017408229,22.771251969544423,36.17009965127825,1.8752780590625227,0,3.306173617420651,0.7001347112158459,-0.6173018778749062,10,0.4257721393831838,0.6061672040958067,-0.5766876570832551,2.2365969449611702,0.6700271162599619,-0.6121622453923502,78.66809621535626,53.99999999999999,0.9091018896636618,7.97550395885125,362.6943203444152,0.30213904,397.92358061301417,56.63075483962815,467.49468393271104,255,26.78864076529191,98.1,2020,72570_0,knn_idw,HIGH,Kharif,1.0,12.9495706|75.0091543|2020|Kharif|coconut
Coconut,coconut,exact,BANTVALA,Bantwal,AMTADI,12.8965347,75.027254,2020,Kharif,2020-08-20,0.2119,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4627.021753570065,22.78761846916751,39.983531321191954,1.5441071922685314,0,1.1756799254733346,0.6264922536860383,-0.535574144896666,10,0.31617171735157595,0.5061681092148922,-0.5000848229188032,2.4083591688243073,0.6034813954582698,-0.5552224226744777,78.64518697376388,54.0,0.7591138427015757,8.114122275786753,372.77564661395945,0.2991651,404.1263438683892,57.65630210483219,474.18704600446455,389,26.81045440687308,211.89,2020,6606_0,knn_idw,HIGH,Kharif,1.0,12.8965347|75.027254|2020|Kharif|coconut
Coconut,coconut,exact,BANTVALA,Bantwal,AMTADI,12.9171165,75.0324702,2020,Kharif,2020-08-21,0.0709,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4589.670391838998,22.78761846916751,71.16664596506823,1.7728160829204884,0,3.1808691980422643,0.45652929537495207,-0.3534192223040351,10,0.42732783360684506,0.6166972833337306,-0.6020799765952751,2.0543790976745315,0.662130480825997,-0.6386061889373437,78.6451869737639,53.99999999999999,0.9248851101521118,8.101644833557716,354.4861475147132,0.3022435961692707,398.5234397264758,55.999999999999986,468.3360091863437,389,26.81045440687308,70.97,2020,50820_0,knn_idw,HIGH,Kharif,1.0,12.9171165|75.0324702|2020|Kharif|coconut
Pepper (Black),pepper,alias,BANTVALA,Bantwal,AMTADI,12.8945395,75.0178613,2020,Kharif,2020-09-24,0.0319,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4627.021753570064,22.78761846916751,36.60873622998386,0.9603455902244028,0,-0.5500777551915137,0.17001443709331676,-0.14403676083117295,10,0.27371443188917066,0.4197852195519103,-0.48910229891272783,1.1188259523307669,0.4777237917186147,-0.5265053607299642,78.64518697376391,54.00000000000001,0.6295849421224825,7.676736372969157,346.5389619307162,0.29916509999999996,500.7309136536167,56.99999999999999,488.79614406295974,389,26.81045440687308,31.95,2020,43314_0,knn_idw,HIGH,Kharif,1.0,12.8945395|75.0178613|2020|Kharif|pepper
Coconut,coconut,exact,BANTVALA,Bantwal,ARALA,12.9417505,75.0206226,2020,Kharif,2020-10-01,0.084,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4589.670391838998,22.787618469167512,87.29303372055357,1.7228287685654753,0,6.845804449437696,0.5049247021416915,-0.4445930269391389,10,0.3995499376058844,0.5833538078874643,-0.5917118709380909,2.023120837629989,0.6319189103660311,-0.6099561149716257,78.6451869737639,54.0,0.8749050653984888,10.643907514286072,345.3083486047529,0.30213904,456.1985342136583,56.084530856112764,473.38094246183755,389,26.81045440687308,84.05,2020,25992_0,knn_idw,HIGH,Kharif,1.0,12.9417505|75.0206226|2020|Kharif|coconut
Pepper (Black),pepper,alias,BANTVALA,Bantwal,AMTADI,12.9026433,75.013905,2020,Kharif,2020-10-08,0.1046,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4591.437724041674,22.78761846916751,41.46445177601031,2.5833415390127437,0,2.099330894930755,0.5250321239255317,-0.4687956103776219,10,0.5038724806112799,0.7558723459611094,-0.6672206447888133,2.831441258330622,0.7930948815844848,-0.6916051022717221,78.64518697376388,53.999999999999986,1.133637891965179,7.870992476300979,358.7847306627522,0.2991650999999999,396.68936728199435,56.681713992749884,487.22692191406594,389,26.810454406873077,104.53,2020,51068_0,knn_idw,HIGH,Kharif,1.0,12.9026433|75.013905|2020|Kharif|pepper
Pepper (Black),pepper,alias,BANTVALA,Bantwal,AMTADI,12.9187861,75.0292129,2020,Kharif,2020-08-21,0.2036,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4589.670391838997,22.787618469167512,61.12743052454216,2.6730508405297,0,9.13866879003258,0.6871620412527772,-0.5980947756387237,10,0.5464696406467514,0.7832599266376796,-0.6825652068683525,2.853791814055519,0.8033891734230736,-0.6971922754376515,78.6451869737639,53.999999999999986,1.174718540337924,4.206507046270226,351.18078802966636,0.30213904,383.3368763937096,55.99999999999999,457.8910258254236,255,26.81045440687308,203.61,2020,57584_0,knn_idw,HIGH,Kharif,1.0,12.9187861|75.0292129|2020|Kharif|pepper
Coconut,coconut,exact,BANTVALA,Bantwal,AMTADI,12.9092275,75.0249415,2020,Kharif,2020-08-23,0.159,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4589.670391838997,22.787618469167512,52.376967913491136,1.957739629704531,0,-0.7569286690297872,0.3453847740954575,-0.2850023936679822,10,0.4329227648120795,0.6742313176579067,-0.6299085146583338,2.403115242061794,0.7470227434606159,-0.6752241224567302,78.6451869737639,54.0,1.0112025282282702,5.724249982143559,357.1366036035807,0.2991651,419.1478236766087,56.07389990846826,492.39989853299295,389,26.810454406873077,158.93,2020,38327_0,knn_idw,HIGH,Kharif,1.0,12.9092275|75.0249415|2020|Kharif|coconut
Pepper (Black),pepper,alias,BANTVALA,Bantwal,AMTADI,12.9083851,75.0251689,2020,Kharif,2020-08-23,0.0624,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4589.6703918389985,22.78761846916752,48.576458164621535,1.8721394236318332,0,-2.4503635571093856,0.35731328027178,-0.29336440265709535,10,0.4241621305861953,0.6720673069651276,-0.6372294587512385,2.3669620854218403,0.7485870539086358,-0.6776614642101201,78.64518697376391,54.0,1.007965432519202,6.707672396731246,358.76186570220534,0.29916509999999996,405.59655349644606,56.05447980249946,491.8342688434354,389,26.81045440687308,62.37,2020,38327_0,knn_idw,HIGH,Kharif,1.0,12.9083851|75.0251689|2020|Kharif|pepper
