record_id,source,source_record_id,crop_label,crop_class_id,source_crop_name,location_hobli,location_taluk,location_village,location_district,lat,lon,year,season,survey_date,spatial_match_distance_km,temporal_match_status,tabular_source,image_source,ndvi_available,evi_available,satellite_status
gov_BANTVALA_ARALA_2020_Kharif_coconut_12.9455465_75.0161789,government_ogd,BANTVALA_ARALA_2020_Kharif_2020-09-29_12.9455465,coconut,4,Coconut,BANTVALA,Bantwal,ARALA,Dakshina Kannada,12.9455465,75.0161789,2020,Kharif,2020-09-29,0.2114,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AJJIBETTU_2020_Kharif_pepper_12.9728288_75.1161502,government_ogd,BANTVALA_AJJIBETTU_2020_Kharif_2020-08-15_12.9728288,pepper,6,Pepper (Black),BANTVALA,Bantwal,AJJIBETTU,Dakshina Kannada,12.9728288,75.1161502,2020,Kharif,2020-08-15,0.1837,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AJJIBETTU_2020_Kharif_coconut_12.9814509_75.0991732,government_ogd,BANTVALA_AJJIBETTU_2020_Kharif_2020-08-15_12.9814509,coconut,4,Coconut,BANTVALA,Bantwal,AJJIBETTU,Dakshina Kannada,12.9814509,75.0991732,2020,Kharif,2020-08-15,0.1635,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_pepper_12.9109075_75.0331607,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-08-15_12.9109075,pepper,6,Pepper (Black),BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.9109075,75.0331607,2020,Kharif,2020-08-15,0.1434,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.9115349_75.0333821,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-08-16_12.9115349,coconut,4,Coconut,BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.9115349,75.0333821,2020,Kharif,2020-08-16,0.0785,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.8982748_75.0268649,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-08-17_12.8982748,coconut,4,Coconut,BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.8982748,75.0268649,2020,Kharif,2020-08-17,0.0846,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AJJIBETTU_2020_Kharif_coconut_12.983387_75.1205384,government_ogd,BANTVALA_AJJIBETTU_2020_Kharif_2020-09-06_12.983387,coconut,4,Coconut,BANTVALA,Bantwal,AJJIBETTU,Dakshina Kannada,12.983387,75.1205384,2020,Kharif,2020-09-06,0.0555,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.8982067_75.0146133,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-10-08_12.8982067,coconut,4,Coconut,BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.8982067,75.0146133,2020,Kharif,2020-10-08,0.1231,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_pepper_12.9203006_75.0310762,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-08-17_12.9203006,pepper,6,Pepper (Black),BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.9203006,75.0310762,2020,Kharif,2020-08-17,0.0895,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.8996809_75.0261535,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-08-18_12.8996809,coconut,4,Coconut,BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.8996809,75.0261535,2020,Kharif,2020-08-18,0.1781,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AJJIBETTU_2020_Kharif_coconut_12.9639217_75.0996204,government_ogd,BANTVALA_AJJIBETTU_2020_Kharif_2020-09-07_12.9639217,coconut,4,Coconut,BANTVALA,Bantwal,AJJIBETTU,Dakshina Kannada,12.9639217,75.0996204,2020,Kharif,2020-09-07,0.1235,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AJJIBETTU_2020_Kharif_pepper_12.9633922_75.0980608,government_ogd,BANTVALA_AJJIBETTU_2020_Kharif_2020-09-07_12.9633922,pepper,6,Pepper (Black),BANTVALA,Bantwal,AJJIBETTU,Dakshina Kannada,12.9633922,75.0980608,2020,Kharif,2020-09-07,0.1021,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_ARALA_2020_Kharif_pepper_12.9470789_75.0238653,government_ogd,BANTVALA_ARALA_2020_Kharif_2020-09-29_12.9470789,pepper,6,Pepper (Black),BANTVALA,Bantwal,ARALA,Dakshina Kannada,12.9470789,75.0238653,2020,Kharif,2020-09-29,0.0315,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.9129282_75.0311977,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-10-15_12.9129282,coconut,4,Coconut,BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.9129282,75.0311977,2020,Kharif,2020-10-15,0.1187,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.8983422_75.0260785,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-09-23_12.8983422,coconut,4,Coconut,BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.8983422,75.0260785,2020,Kharif,2020-09-23,0.0293,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_ARALA_2020_Kharif_coconut_12.9460744_75.0084518,government_ogd,BANTVALA_ARALA_2020_Kharif_2020-08-18_12.9460744,coconut,4,Coconut,BANTVALA,Bantwal,ARALA,Dakshina Kannada,12.9460744,75.0084518,2020,Kharif,2020-08-18,0.0479,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.8994707_75.026521,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-08-19_12.8994707,coconut,4,Coconut,BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.8994707,75.026521,2020,Kharif,2020-08-19,0.1609,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_ARALA_2020_Kharif_coconut_12.9433215_75.0262297,government_ogd,BANTVALA_ARALA_2020_Kharif_2020-10-19_12.9433215,coconut,4,Coconut,BANTVALA,Bantwal,ARALA,Dakshina Kannada,12.9433215,75.0262297,2020,Kharif,2020-10-19,0.1772,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_ARALA_2020_Kharif_coconut_12.9495706_75.0091543,government_ogd,BANTVALA_ARALA_2020_Kharif_2020-08-25_12.9495706,coconut,4,Coconut,BANTVALA,Bantwal,ARALA,Dakshina Kannada,12.9495706,75.0091543,2020,Kharif,2020-08-25,0.0981,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.8965347_75.027254,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-08-20_12.8965347,coconut,4,Coconut,BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.8965347,75.027254,2020,Kharif,2020-08-20,0.2119,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.9171165_75.0324702,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-08-21_12.9171165,coconut,4,Coconut,BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.9171165,75.0324702,2020,Kharif,2020-08-21,0.0709,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_pepper_12.8945395_75.0178613,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-09-24_12.8945395,pepper,6,Pepper (Black),BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.8945395,75.0178613,2020,Kharif,2020-09-24,0.0319,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_ARALA_2020_Kharif_coconut_12.9417505_75.0206226,government_ogd,BANTVALA_ARALA_2020_Kharif_2020-10-01_12.9417505,coconut,4,Coconut,BANTVALA,Bantwal,ARALA,Dakshina Kannada,12.9417505,75.0206226,2020,Kharif,2020-10-01,0.084,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_pepper_12.9026433_75.013905,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-10-08_12.9026433,pepper,6,Pepper (Black),BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.9026433,75.013905,2020,Kharif,2020-10-08,0.1046,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_pepper_12.9187861_75.0292129,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-08-21_12.9187861,pepper,6,Pepper (Black),BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.9187861,75.0292129,2020,Kharif,2020-08-21,0.2036,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.9092275_75.0249415,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-08-23_12.9092275,coconut,4,Coconut,BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.9092275,75.0249415,2020,Kharif,2020-08-23,0.159,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_pepper_12.9083851_75.0251689,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-08-23_12.9083851,pepper,6,Pepper (Black),BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.9083851,75.0251689,2020,Kharif,2020-08-23,0.0624,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.915073_75.0315712,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-09-25_12.915073,coconut,4,Coconut,BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.915073,75.0315712,2020,Kharif,2020-09-25,0.1233,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.8968979_75.0315595,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-08-24_12.8968979,coconut,4,Coconut,BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.8968979,75.0315595,2020,Kharif,2020-08-24,0.2546,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.9124402_75.0341071,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-08-25_12.9124402,coconut,4,Coconut,BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.9124402,75.0341071,2020,Kharif,2020-08-25,0.1092,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_pepper_12.9124493_75.0338309,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-08-25_12.9124493,pepper,6,Pepper (Black),BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.9124493,75.0338309,2020,Kharif,2020-08-25,0.0809,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.9198837_75.030808,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-08-28_12.9198837,coconut,4,Coconut,BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.9198837,75.030808,2020,Kharif,2020-08-28,0.0769,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_pepper_12.9199236_75.0308474,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-08-28_12.9199236,pepper,6,Pepper (Black),BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.9199236,75.0308474,2020,Kharif,2020-08-28,0.0777,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_ARALA_2020_Kharif_coconut_12.9483495_75.0090752,government_ogd,BANTVALA_ARALA_2020_Kharif_2020-10-06_12.9483495,coconut,4,Coconut,BANTVALA,Bantwal,ARALA,Dakshina Kannada,12.9483495,75.0090752,2020,Kharif,2020-10-06,0.0342,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_pepper_12.9189779_75.0279321,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-09-25_12.9189779,pepper,6,Pepper (Black),BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.9189779,75.0279321,2020,Kharif,2020-09-25,0.1382,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_ARALA_2020_Kharif_coconut_12.9492693_75.0068016,government_ogd,BANTVALA_ARALA_2020_Kharif_2020-08-27_12.9492693,coconut,4,Coconut,BANTVALA,Bantwal,ARALA,Dakshina Kannada,12.9492693,75.0068016,2020,Kharif,2020-08-27,0.053,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.898995_75.0141567,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-10-09_12.898995,coconut,4,Coconut,BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.898995,75.0141567,2020,Kharif,2020-10-09,0.0741,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.898912_75.0301978,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-09-26_12.898912,coconut,4,Coconut,BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.898912,75.0301978,2020,Kharif,2020-09-26,0.153,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_ARALA_2020_Kharif_coconut_12.9407418_75.023386,government_ogd,BANTVALA_ARALA_2020_Kharif_2020-10-07_12.9407418,coconut,4,Coconut,BANTVALA,Bantwal,ARALA,Dakshina Kannada,12.9407418,75.023386,2020,Kharif,2020-10-07,0.0153,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_ARALA_2020_Kharif_pepper_12.9390325_75.0339172,government_ogd,BANTVALA_ARALA_2020_Kharif_2020-10-07_12.9390325,pepper,6,Pepper (Black),BANTVALA,Bantwal,ARALA,Dakshina Kannada,12.9390325,75.0339172,2020,Kharif,2020-10-07,0.1128,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_ARALA_2020_Kharif_coconut_12.9391509_75.0354851,government_ogd,BANTVALA_ARALA_2020_Kharif_2020-10-08_12.9391509,coconut,4,Coconut,BANTVALA,Bantwal,ARALA,Dakshina Kannada,12.9391509,75.0354851,2020,Kharif,2020-10-08,0.1718,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.9010375_75.0102075,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-10-10_12.9010375,coconut,4,Coconut,BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.9010375,75.0102075,2020,Kharif,2020-10-10,0.0653,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AJJIBETTU_2020_Kharif_coconut_12.9610772_75.1119743,government_ogd,BANTVALA_AJJIBETTU_2020_Kharif_2020-09-22_12.9610772,coconut,4,Coconut,BANTVALA,Bantwal,AJJIBETTU,Dakshina Kannada,12.9610772,75.1119743,2020,Kharif,2020-09-22,0.0855,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AJJIBETTU_2020_Kharif_pepper_12.9609362_75.1116057,government_ogd,BANTVALA_AJJIBETTU_2020_Kharif_2020-09-22_12.9609362,pepper,6,Pepper (Black),BANTVALA,Bantwal,AJJIBETTU,Dakshina Kannada,12.9609362,75.1116057,2020,Kharif,2020-09-22,0.0429,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AJJIBETTU_2020_Kharif_coconut_12.9756417_75.1255171,government_ogd,BANTVALA_AJJIBETTU_2020_Kharif_2020-09-18_12.9756417,coconut,4,Coconut,BANTVALA,Bantwal,AJJIBETTU,Dakshina Kannada,12.9756417,75.1255171,2020,Kharif,2020-09-18,0.2532,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_ARALA_2020_Kharif_pepper_12.9426358_75.0238822,government_ogd,BANTVALA_ARALA_2020_Kharif_2020-10-08_12.9426358,pepper,6,Pepper (Black),BANTVALA,Bantwal,ARALA,Dakshina Kannada,12.9426358,75.0238822,2020,Kharif,2020-10-08,0.1034,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.8948425_75.0198138,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-09-28_12.8948425,coconut,4,Coconut,BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.8948425,75.0198138,2020,Kharif,2020-09-28,0.0346,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_ARALA_2020_Kharif_coconut_12.9443283_75.0086836,government_ogd,BANTVALA_ARALA_2020_Kharif_2020-10-09_12.9443283,coconut,4,Coconut,BANTVALA,Bantwal,ARALA,Dakshina Kannada,12.9443283,75.0086836,2020,Kharif,2020-10-09,0.0609,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_ARALA_2020_Kharif_pepper_12.9443151_75.0087012,government_ogd,BANTVALA_ARALA_2020_Kharif_2020-10-09_12.9443151,pepper,6,Pepper (Black),BANTVALA,Bantwal,ARALA,Dakshina Kannada,12.9443151,75.0087012,2020,Kharif,2020-10-09,0.0632,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AJJIBETTU_2020_Kharif_coconut_12.967565_75.1164504,government_ogd,BANTVALA_AJJIBETTU_2020_Kharif_2020-09-23_12.967565,coconut,4,Coconut,BANTVALA,Bantwal,AJJIBETTU,Dakshina Kannada,12.967565,75.1164504,2020,Kharif,2020-09-23,0.2079,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AJJIBETTU_2020_Kharif_pepper_12.9675788_75.1164676,government_ogd,BANTVALA_AJJIBETTU_2020_Kharif_2020-09-23_12.9675788,pepper,6,Pepper (Black),BANTVALA,Bantwal,AJJIBETTU,Dakshina Kannada,12.9675788,75.1164676,2020,Kharif,2020-09-23,0.207,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.9260013_75.0330791,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-08-30_12.9260013,coconut,4,Coconut,BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.9260013,75.0330791,2020,Kharif,2020-08-30,0.0081,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_ARALA_2020_Kharif_coconut_12.9429005_75.0111992,government_ogd,BANTVALA_ARALA_2020_Kharif_2020-10-10_12.9429005,coconut,4,Coconut,BANTVALA,Bantwal,ARALA,Dakshina Kannada,12.9429005,75.0111992,2020,Kharif,2020-10-10,0.245,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_pepper_12.9224684_75.0302592,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-09-28_12.9224684,pepper,6,Pepper (Black),BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.9224684,75.0302592,2020,Kharif,2020-09-28,0.0436,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AJJIBETTU_2020_Kharif_coconut_12.9825774_75.117375,government_ogd,BANTVALA_AJJIBETTU_2020_Kharif_2020-09-24_12.9825774,coconut,4,Coconut,BANTVALA,Bantwal,AJJIBETTU,Dakshina Kannada,12.9825774,75.117375,2020,Kharif,2020-09-24,0.0955,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_BADAGA KAJEKARU_2020_Kharif_coconut_12.9133332_75.200273,government_ogd,BANTVALA_BADAGA KAJEKARU_2020_Kharif_2020-10-01_12.9133332,coconut,4,Coconut,BANTVALA,Bantwal,BADAGA KAJEKARU,Dakshina Kannada,12.9133332,75.200273,2020,Kharif,2020-10-01,0.1911,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_BADAGA KAJEKARU_2020_Kharif_pepper_12.9132975_75.2002972,government_ogd,BANTVALA_BADAGA KAJEKARU_2020_Kharif_2020-10-01_12.9132975,pepper,6,Pepper (Black),BANTVALA,Bantwal,BADAGA KAJEKARU,Dakshina Kannada,12.9132975,75.2002972,2020,Kharif,2020-10-01,0.1947,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AJJIBETTU_2020_Kharif_pepper_12.9812668_75.1185218,government_ogd,BANTVALA_AJJIBETTU_2020_Kharif_2020-09-24_12.9812668,pepper,6,Pepper (Black),BANTVALA,Bantwal,AJJIBETTU,Dakshina Kannada,12.9812668,75.1185218,2020,Kharif,2020-09-24,0.1543,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AJJIBETTU_2020_Kharif_coconut_12.9816047_75.1163948,government_ogd,BANTVALA_AJJIBETTU_2020_Kharif_2020-09-25_12.9816047,coconut,4,Coconut,BANTVALA,Bantwal,AJJIBETTU,Dakshina Kannada,12.9816047,75.1163948,2020,Kharif,2020-09-25,0.0936,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AJJIBETTU_2020_Kharif_pepper_12.9816132_75.1164249,government_ogd,BANTVALA_AJJIBETTU_2020_Kharif_2020-09-25_12.9816132,pepper,6,Pepper (Black),BANTVALA,Bantwal,AJJIBETTU,Dakshina Kannada,12.9816132,75.1164249,2020,Kharif,2020-09-25,0.0954,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.8948124_75.0170718,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-09-29_12.8948124,coconut,4,Coconut,BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.8948124,75.0170718,2020,Kharif,2020-09-29,0.0661,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_pepper_12.8945744_75.0170064,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-09-29_12.8945744,pepper,6,Pepper (Black),BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.8945744,75.0170064,2020,Kharif,2020-09-29,0.0626,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_BADAGA KAJEKARU_2020_Kharif_coconut_12.9297235_75.1896142,government_ogd,BANTVALA_BADAGA KAJEKARU_2020_Kharif_2020-10-02_12.9297235,coconut,4,Coconut,BANTVALA,Bantwal,BADAGA KAJEKARU,Dakshina Kannada,12.9297235,75.1896142,2020,Kharif,2020-10-02,0.0416,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
gov_BANTVALA_AMTADI_2020_Kharif_coconut_12.9275527_75.0353122,government_ogd,BANTVALA_AMTADI_2020_Kharif_2020-09-30_12.9275527,coconut,4,Coconut,BANTVALA,Bantwal,AMTADI,Dakshina Kannada,12.9275527,75.0353122,2020,Kharif,2020-09-30,0.2592,EXACT_SEASON,district_grid,sentinel2,True,True,FULL
